id,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165
61,25.89,23.51,24.7,20.56,22.03,11.59,11.28,12.04,13.94,13.67,14.32,4.36,18.34,18.23,18.64,25.66,26.02,26.65,22.85,23.12,19.84,21.35,34.41,35.6,32.14,33.25,30.13,30.93,28.41,25.42,25.5,33.68,31.03,32.34,29.77,7.8,8.94,5.24,6.68,3.17,3.95,2.74,2.72,7.49,5.21,10.1,10.67,25.57,25.78,25.45,29.96,31.12,27.72,28.83,3.15,4.65,2.13,26.07,26.43,1.65,0.0,4.96,3.31,8.27,6.62,11.58,9.93,11.58,13.23,8.27,9.92,4.96,6.62,1.65,3.31,24.2,25.48,21.68,22.97,19.29,20.45,17.26,18.23,14.89,13.24,18.21,16.55,24.15,19.86,23.55,34.43,35.77,31.83,33.12,29.35,30.58,26.73,28.04,26.67,27.51,42.7,39.89,41.29,37.12,38.5,23.98,25.42,21.08,22.53,18.19,19.64,14.88,16.54,12.46,11.29,13.87,13.64,14.2,8.56,9.32,6.66,7.49,6.02,6.23,6.23,6.03,17.59,19.09,14.64,16.1,12.49,13.56,10.13,11.45,17.95,16.37,21.14,19.54,23.5,22.31,24.68,7.69,6.82,9.93,8.74,12.62,11.21,14.83,13.71,9.87,11.52,8.24,10.03,9.66,10.56,15.72,16.42,14.81,15.17,14.66,14.64,13.2,14.88,20.75,20.49
62,30.75,28.36,29.55,25.36,26.86,6.99,6.46,7.73,9.2,8.8,9.78,6.99,23.28,23.19,23.52,30.57,30.98,31.61,27.79,28.03,24.78,26.29,39.36,40.55,37.1,38.21,35.09,35.9,33.36,30.38,30.44,38.58,35.98,37.27,34.72,12.59,13.77,9.86,11.41,7.2,8.33,5.15,6.1,11.91,9.0,14.95,15.35,30.51,30.68,30.41,34.86,36.0,32.66,33.75,4.27,5.47,3.58,30.92,31.23,3.31,4.96,0.0,1.66,3.31,1.66,6.62,4.97,16.54,18.2,13.23,14.89,9.93,11.58,6.62,8.27,20.5,21.63,18.36,19.43,16.53,17.39,15.26,15.82,9.93,8.28,13.24,11.59,20.82,14.9,20.12,39.34,40.66,36.77,38.05,34.31,35.53,31.69,33.0,31.58,32.44,47.49,44.71,46.09,41.99,43.34,28.94,30.39,26.05,27.5,23.16,24.6,19.85,21.5,16.67,15.56,18.22,17.8,18.72,12.61,13.52,9.91,11.22,8.13,8.98,6.87,7.45,22.34,23.87,19.29,20.81,17.03,18.16,14.45,15.91,13.39,11.92,16.45,14.91,18.75,17.6,19.92,6.05,6.28,6.73,6.2,8.62,7.54,10.51,9.53,12.29,13.66,11.03,5.64,4.95,6.53,14.69,14.88,14.9,14.7,15.86,15.29,15.1,16.59,15.95,15.59
63,29.13,26.74,27.93,23.75,25.24,8.48,8.05,9.09,10.76,10.41,11.26,5.78,21.63,21.53,21.89,28.93,29.33,29.96,26.14,26.39,23.13,24.64,37.71,38.9,35.45,36.56,33.44,34.24,31.71,28.73,28.79,36.95,34.33,35.62,33.07,10.97,12.15,8.28,9.81,5.69,6.78,3.84,4.67,10.38,7.59,13.32,13.77,28.86,29.04,28.76,33.22,34.37,31.01,32.1,3.16,4.66,2.13,29.3,29.62,1.66,3.31,1.66,0.0,4.97,3.31,8.28,6.62,14.89,16.54,11.58,13.23,8.27,9.92,4.96,6.62,21.68,22.86,19.39,20.55,17.34,18.32,15.78,16.49,11.59,9.93,14.9,13.24,21.86,16.55,21.19,37.7,39.02,35.13,36.4,32.66,33.88,30.03,31.34,29.94,30.8,45.89,43.1,44.49,40.36,41.72,27.29,28.73,24.39,25.84,21.5,22.95,18.19,19.85,15.22,14.08,16.73,16.36,17.19,11.18,12.06,8.64,9.86,7.12,7.83,6.24,6.61,20.74,22.27,17.72,19.22,15.49,16.6,12.96,14.39,14.88,13.36,18.0,16.43,20.32,19.16,21.5,6.21,6.03,7.59,6.76,9.86,8.62,11.89,10.85,11.3,12.77,9.91,7.02,6.48,7.75,14.86,15.23,14.68,14.67,15.29,14.89,14.3,15.87,17.54,17.22
64,34.01,31.61,32.81,28.6,30.1,4.4,3.47,5.5,6.25,5.63,7.08,9.81,26.57,26.49,26.78,33.85,34.29,34.91,31.09,31.31,28.08,29.59,42.67,43.85,40.41,41.52,38.4,39.2,36.66,33.69,33.74,41.86,39.28,40.56,38.03,15.84,17.03,13.08,14.66,10.35,11.51,8.16,9.19,15.05,12.01,18.22,18.55,33.81,33.96,33.72,38.13,39.26,35.96,37.03,7.15,7.93,6.76,34.17,34.45,6.62,8.27,3.31,4.97,0.0,1.66,3.31,1.66,19.85,21.51,16.54,18.2,13.24,14.89,9.93,11.58,18.37,19.35,16.61,17.47,15.32,15.89,14.73,14.93,6.62,4.97,9.93,8.28,18.99,11.59,18.23,42.62,43.92,40.07,41.33,37.62,38.83,35.0,36.31,34.86,35.74,50.7,47.94,49.31,45.25,46.59,32.25,33.7,29.36,30.81,26.47,27.91,23.16,24.81,19.67,18.59,21.27,20.77,21.84,15.61,16.56,12.71,14.14,10.65,11.66,8.96,9.78,25.55,27.1,22.47,24.0,20.17,21.31,17.52,19.03,10.56,9.24,13.45,11.97,15.67,14.55,16.8,7.0,7.89,6.09,6.37,6.7,6.19,8.05,7.31,14.64,15.8,13.6,3.64,2.43,4.91,14.91,14.72,15.85,15.3,17.42,16.57,17.06,18.39,12.82,12.36
65,32.38,29.98,31.18,26.98,28.48,5.6,4.92,6.5,7.69,7.2,8.38,8.36,24.93,24.84,25.15,32.21,32.64,33.26,29.44,29.67,26.43,27.94,41.02,42.2,38.76,39.87,36.75,37.55,35.01,32.04,32.09,40.22,37.63,38.91,36.38,14.21,15.4,11.46,13.03,8.76,9.91,6.62,7.62,13.47,10.48,16.58,16.95,32.16,32.32,32.07,36.5,37.63,34.31,35.39,5.65,6.61,5.15,32.54,32.84,4.97,6.62,1.66,3.31,1.66,0.0,4.97,3.31,18.2,19.85,14.89,16.54,11.58,13.23,8.27,9.93,19.39,20.46,17.43,18.4,15.85,16.57,14.91,15.29,8.28,6.62,11.59,9.93,19.86,13.24,19.12,40.98,42.29,38.42,39.69,35.96,37.18,33.35,34.65,33.21,34.09,49.09,46.33,47.7,43.62,44.96,30.6,32.04,27.7,29.15,24.81,26.26,21.5,23.16,18.16,17.06,19.74,19.27,20.28,14.09,15.03,11.27,12.66,9.33,10.28,7.81,8.54,23.94,25.48,20.87,22.4,18.59,19.73,15.97,17.46,11.95,10.53,14.93,13.42,17.2,16.06,18.35,6.33,6.93,6.2,6.07,7.54,6.7,9.21,8.33,13.42,14.68,12.27,4.45,3.53,5.53,14.71,14.71,15.29,14.91,16.58,15.86,16.02,17.44,14.38,13.97
66,37.28,34.87,36.08,31.85,33.36,3.42,2.08,4.77,3.92,2.83,5.14,12.86,29.87,29.8,30.06,37.13,37.6,38.22,34.4,34.59,31.38,32.89,45.98,47.15,43.72,44.83,41.71,42.51,39.96,37.0,37.04,45.15,42.58,43.85,41.34,19.11,20.31,16.34,17.92,13.57,14.75,11.34,12.4,18.24,15.15,21.5,21.79,37.1,37.24,37.03,41.42,42.53,39.26,40.32,10.29,10.85,10.02,37.44,37.69,9.93,11.58,6.62,8.28,3.31,4.97,0.0,1.66,23.16,24.82,19.85,21.51,16.55,18.2,13.24,14.89,16.62,17.41,15.38,15.95,14.77,14.98,14.93,14.75,3.31,1.66,6.62,4.97,17.61,8.28,16.78,45.9,47.2,43.37,44.63,40.93,42.14,38.31,39.62,38.14,39.03,53.92,51.19,52.55,48.51,49.84,35.56,37.01,32.67,34.12,29.78,31.22,26.47,28.12,22.76,21.71,24.39,23.83,25.01,18.71,19.69,15.7,17.2,13.52,14.6,11.62,12.56,28.78,30.34,25.68,27.23,23.35,24.51,20.67,22.2,8.1,7.11,10.62,9.29,12.7,11.64,13.78,9.12,10.33,7.12,8.04,6.12,6.46,6.42,6.15,17.31,18.3,16.43,4.08,3.04,5.24,15.84,15.3,17.39,16.55,19.42,18.36,19.39,20.58,9.8,9.19
67,35.65,33.24,34.44,30.22,31.73,3.57,2.33,4.88,4.95,4.14,5.96,11.32,28.22,28.15,28.42,35.49,35.95,36.57,32.75,32.95,29.73,31.24,44.32,45.5,42.07,43.18,40.06,40.86,38.31,35.34,35.39,43.51,40.93,42.2,39.68,17.48,18.67,14.7,16.29,11.95,13.13,9.74,10.79,16.64,13.57,19.86,20.17,35.45,35.6,35.37,39.77,40.89,37.61,38.68,8.71,9.36,8.39,35.8,36.07,8.28,9.93,4.97,6.62,1.66,3.31,1.66,0.0,21.51,23.16,18.2,19.85,14.89,16.54,11.58,13.24,17.44,18.33,15.92,16.65,14.95,15.35,14.73,14.75,4.97,3.31,8.28,6.62,18.24,9.93,17.44,44.26,45.56,41.72,42.98,39.27,40.48,36.66,37.96,36.5,37.39,52.3,49.56,50.93,46.88,48.21,33.91,35.35,31.01,32.46,28.12,29.57,24.81,26.47,21.21,20.14,22.83,22.29,23.42,17.15,18.11,14.19,15.66,12.06,13.11,10.24,11.13,27.16,28.72,24.07,25.61,21.76,22.91,19.09,20.61,9.27,8.08,12.0,10.59,14.16,13.07,15.28,7.96,9.04,6.42,7.06,6.2,6.11,7.09,6.55,15.94,17.01,14.99,3.49,2.2,4.8,15.3,14.92,16.56,15.85,18.37,17.41,18.19,19.44,11.29,10.77
68,14.8,12.59,13.68,9.97,11.25,22.91,22.77,23.13,25.32,25.18,25.53,11.87,7.01,6.72,7.76,14.36,14.46,15.13,11.39,11.88,8.45,9.91,22.86,24.09,20.56,21.68,18.55,19.36,16.9,13.88,14.05,22.32,19.54,20.91,18.22,4.96,3.98,7.51,6.03,10.2,9.04,12.43,11.37,6.91,9.66,3.15,4.61,14.14,14.51,13.91,18.67,19.93,16.27,17.45,13.49,13.92,13.3,15.03,15.67,13.23,11.58,16.54,14.89,19.85,18.2,23.16,21.51,0.0,1.65,3.31,1.65,6.62,4.96,9.92,8.27,34.11,35.54,31.17,32.69,28.19,29.67,25.32,26.74,26.47,24.82,29.78,28.13,33.52,31.44,33.1,23.09,24.49,20.36,21.71,17.79,19.05,15.15,16.47,15.39,16.09,31.77,28.82,30.29,25.91,27.36,12.4,13.85,9.51,10.95,6.62,8.06,3.31,4.96,7.81,7.23,7.6,8.51,6.8,8.04,7.38,10.5,9.21,12.57,11.52,14.52,13.54,7.68,8.78,6.16,6.77,5.93,5.92,6.81,6.17,29.09,27.45,32.39,30.74,34.8,33.59,36.0,17.41,15.95,20.36,18.88,23.44,21.85,25.82,24.62,12.79,14.11,11.57,21.28,21.11,21.53,22.61,23.94,20.11,21.33,17.91,18.97,15.51,16.97,32.15,31.98
69,13.28,11.13,12.19,8.67,9.86,24.55,24.42,24.76,26.96,26.83,27.16,13.42,5.48,5.1,6.41,12.79,12.81,13.49,9.77,10.34,6.88,8.31,21.21,22.45,18.91,20.02,16.9,17.71,15.26,12.24,12.44,20.72,17.9,19.29,16.58,6.43,5.34,9.08,7.55,11.81,10.63,14.05,12.99,8.27,11.16,4.32,5.47,12.53,12.95,12.27,17.09,18.36,14.64,15.85,15.12,15.5,14.94,13.53,14.23,14.88,13.23,18.2,16.54,21.51,19.85,24.82,23.16,1.65,0.0,4.96,3.31,8.27,6.62,11.58,9.92,35.6,37.05,32.63,34.17,29.61,31.11,26.69,28.13,28.13,26.47,31.44,29.78,34.97,33.09,34.56,21.49,22.9,18.73,20.09,16.14,17.41,13.5,14.82,13.81,14.48,30.25,27.27,28.75,24.34,25.8,10.75,12.19,7.85,9.3,4.96,6.41,1.65,3.31,8.33,7.96,7.78,8.84,6.78,9.24,8.47,11.9,10.53,14.04,12.96,16.04,15.04,6.71,7.61,5.88,6.1,6.3,5.98,7.76,6.83,30.71,29.07,34.01,32.36,36.42,35.22,37.63,18.97,17.5,21.95,20.45,25.04,23.45,27.43,26.23,13.96,15.18,12.86,22.91,22.76,23.14,23.89,25.27,21.28,22.56,18.92,20.06,16.49,17.87,33.78,33.63
70,17.9,15.61,16.75,12.82,14.2,19.65,19.48,19.91,22.05,21.88,22.29,8.87,10.2,9.99,10.72,17.55,17.76,18.42,14.64,15.04,11.67,13.15,26.15,27.37,23.87,24.98,21.86,22.66,20.18,17.17,17.31,25.55,22.81,24.16,21.52,2.76,2.61,4.56,3.37,7.06,5.96,9.23,8.19,4.77,6.86,2.98,4.51,17.39,17.69,17.21,21.86,23.08,19.52,20.68,10.27,10.82,10.01,18.11,18.64,9.92,8.27,13.23,11.58,16.54,14.89,19.85,18.2,3.31,4.96,0.0,1.65,3.31,1.65,6.62,4.96,31.16,32.56,28.3,29.78,25.43,26.85,22.71,24.05,23.16,21.51,26.47,24.82,30.69,28.13,30.22,26.31,27.69,23.63,24.95,21.09,22.34,18.46,19.77,18.57,19.33,34.85,31.94,33.39,29.09,30.51,15.71,17.15,12.82,14.26,9.92,11.37,6.62,8.27,7.79,6.82,8.3,8.81,7.96,6.31,6.03,8.01,7.03,9.79,8.86,11.59,10.67,10.16,11.48,7.81,8.92,6.51,7.09,5.92,6.11,25.87,24.24,29.15,27.51,31.55,30.35,32.75,14.35,12.95,17.23,15.78,20.26,18.7,22.62,21.44,10.83,12.36,9.37,18.02,17.82,18.32,20.21,21.43,18.0,19.06,16.23,17.05,13.94,15.55,28.88,28.69
71,16.34,14.09,15.2,11.37,12.71,21.28,21.12,21.52,23.68,23.53,23.91,10.35,8.59,8.35,9.21,15.95,16.11,16.77,13.01,13.45,10.05,11.53,24.51,25.73,22.22,23.33,20.2,21.01,18.54,15.53,15.68,23.93,21.17,22.53,19.87,3.66,2.93,5.99,4.59,8.62,7.48,10.82,9.77,5.7,8.21,2.58,4.25,15.76,16.1,15.56,20.26,21.5,17.89,19.06,11.88,12.36,11.65,16.56,17.14,11.58,9.92,14.89,13.23,18.2,16.54,21.51,19.85,1.65,3.31,1.65,0.0,4.96,3.31,8.27,6.62,32.62,34.04,29.72,31.22,26.79,28.24,23.99,25.37,24.82,23.16,28.13,26.47,32.1,29.78,31.65,24.69,26.08,21.99,23.33,19.44,20.7,16.81,18.12,16.97,17.71,33.31,30.37,31.83,27.5,28.93,14.05,15.5,11.16,12.61,8.27,9.72,4.96,6.62,7.62,6.83,7.79,8.5,7.22,7.04,6.54,9.19,8.02,11.14,10.14,13.03,12.08,8.85,10.09,6.83,7.74,6.0,6.32,6.17,5.91,27.48,25.84,30.76,29.12,33.17,31.97,34.38,15.87,14.44,18.79,17.32,21.84,20.27,24.21,23.03,11.73,13.16,10.4,19.65,19.47,19.92,21.38,22.66,19.01,20.16,17.01,17.96,14.65,16.19,30.51,30.34
72,21.07,18.74,19.9,15.85,17.29,16.4,16.19,16.71,18.79,18.59,19.07,6.2,13.44,13.28,13.84,20.78,21.06,21.71,17.92,18.25,14.93,16.42,29.45,30.66,27.18,28.29,25.17,25.97,23.47,20.47,20.58,28.79,26.1,27.42,24.82,3.53,4.43,2.66,2.87,4.19,3.33,6.14,5.18,4.44,4.76,5.45,6.43,20.65,20.91,20.5,25.09,26.28,22.8,23.93,7.13,7.91,6.75,21.27,21.72,6.62,4.96,9.93,8.27,13.24,11.58,16.55,14.89,6.62,8.27,3.31,4.96,0.0,1.65,3.31,1.65,28.29,29.65,25.53,26.95,22.81,24.15,20.3,21.53,19.86,18.2,23.17,21.51,27.96,24.82,27.45,29.55,30.91,26.91,28.21,24.39,25.63,21.77,23.08,21.8,22.6,37.97,35.1,36.53,32.29,33.69,19.02,20.46,16.12,17.57,13.23,14.68,9.92,11.58,9.06,7.9,10.09,10.22,10.11,6.06,6.34,6.31,5.97,7.45,6.8,8.93,8.15,13.01,14.44,10.29,11.62,8.45,9.34,6.76,7.65,22.67,21.06,25.92,24.29,28.31,27.12,29.51,11.44,10.14,14.18,12.79,17.13,15.61,19.45,18.29,9.64,11.33,7.96,14.79,14.54,15.15,18.09,19.15,16.3,17.14,15.08,15.61,13.03,14.74,25.62,25.4
73,19.48,17.17,18.32,14.32,15.73,18.02,17.83,18.31,20.41,20.24,20.68,7.47,11.81,11.64,12.27,19.16,19.41,20.06,16.28,16.64,13.3,14.79,27.8,29.02,25.52,26.64,23.51,24.32,21.82,18.82,18.94,27.17,24.45,25.79,23.17,2.7,3.24,3.35,2.66,5.56,4.54,7.66,6.65,4.3,5.67,4.07,5.3,19.02,19.3,18.86,23.47,24.68,21.16,22.3,8.69,9.33,8.37,19.68,20.17,8.27,6.62,11.58,9.92,14.89,13.23,18.2,16.54,4.96,6.62,1.65,3.31,1.65,0.0,4.96,3.31,29.71,31.1,26.9,28.35,24.1,25.48,21.48,22.76,21.51,19.85,24.82,23.17,29.31,26.48,28.82,27.93,29.29,25.27,26.58,22.74,23.99,20.11,21.42,20.18,20.96,36.41,33.52,34.96,30.68,32.09,17.36,18.81,14.47,15.92,11.58,13.02,8.27,9.92,8.28,7.19,9.09,9.4,8.95,5.96,5.96,7.01,6.31,8.54,7.72,10.21,9.35,11.55,12.94,8.98,10.22,7.36,8.12,6.14,6.72,24.27,22.64,27.53,25.9,29.93,28.73,31.13,12.87,11.51,15.7,14.27,18.69,17.14,21.03,19.86,10.12,11.74,8.53,16.4,16.18,16.73,19.11,20.25,17.09,18.05,15.58,16.26,13.39,15.06,27.24,27.05
74,24.27,21.91,23.09,18.98,20.44,13.18,12.91,13.58,15.55,15.31,15.89,4.48,16.71,16.58,17.03,24.03,24.37,25.01,21.21,21.5,18.2,19.7,32.76,33.95,30.48,31.6,28.47,29.28,26.76,23.77,23.86,32.04,29.39,30.7,28.12,6.26,7.37,3.9,5.2,2.66,2.94,3.48,2.9,6.21,4.49,8.51,9.17,23.93,24.15,23.8,28.33,29.5,26.08,27.19,4.26,5.46,3.57,24.46,24.85,3.31,1.65,6.62,4.96,9.93,8.27,13.24,11.58,9.92,11.58,6.62,8.27,3.31,4.96,0.0,1.65,25.53,26.84,22.92,24.26,20.4,21.63,18.18,19.25,16.55,14.89,19.86,18.2,25.38,21.51,24.81,32.8,34.14,30.19,31.48,27.7,28.93,25.07,26.38,25.04,25.87,41.12,38.29,39.7,35.51,36.89,22.32,23.77,19.43,20.88,16.54,17.98,13.23,14.88,11.2,10.02,12.52,12.38,12.77,7.46,8.11,6.11,6.62,6.1,5.98,6.86,6.4,16.04,17.52,13.14,14.57,11.06,12.09,8.84,10.07,19.51,17.92,22.72,21.11,25.09,23.91,26.28,8.8,7.74,11.28,10.0,14.09,12.63,16.35,15.21,9.51,11.22,7.8,11.6,11.28,12.05,16.38,17.22,15.14,15.68,14.62,14.78,12.93,14.65,22.37,22.12
75,22.67,20.32,21.49,17.41,18.86,14.78,14.55,15.14,17.16,16.95,17.48,5.15,15.07,14.93,15.43,22.4,22.72,23.36,19.56,19.87,16.56,18.06,31.1,32.31,28.83,29.94,26.82,27.62,25.11,22.12,22.22,30.42,27.74,29.06,26.47,4.81,5.85,2.9,3.86,3.09,2.67,4.71,3.86,5.14,4.33,6.95,7.75,22.29,22.53,22.15,26.71,27.89,24.44,25.56,5.64,6.59,5.14,22.86,23.28,4.96,3.31,8.27,6.62,11.58,9.93,14.89,13.24,8.27,9.92,4.96,6.62,1.65,3.31,1.65,0.0,26.9,28.23,24.2,25.59,21.58,22.87,19.2,20.35,18.2,16.55,21.51,19.86,26.65,23.17,26.11,31.17,32.52,28.55,29.85,26.05,27.28,23.42,24.73,23.42,24.23,39.54,36.69,38.11,33.9,35.29,20.67,22.12,17.78,19.22,14.88,16.33,11.58,13.23,10.05,8.87,11.25,11.23,11.4,6.59,7.09,5.98,6.09,6.61,6.19,7.79,7.14,14.51,15.97,11.69,13.08,9.7,10.67,7.69,8.79,21.08,19.48,24.32,22.7,26.7,25.51,27.89,10.07,8.87,12.71,11.36,15.6,14.1,17.89,16.74,9.43,11.15,7.71,13.19,12.91,13.59,17.18,18.14,15.65,16.34,14.76,15.11,12.88,14.6,23.99,23.76
76,45.37,42.96,44.17,39.94,41.45,13.98,15.11,12.91,12.7,13.93,11.51,22.29,39.38,39.76,38.87,45.71,47.83,48.71,43.72,43.31,40.82,42.27,56.06,57.49,53.25,54.65,51.36,52.39,49.07,46.51,46.09,56.14,53.09,54.61,51.58,29.17,30.28,26.63,28.08,24.15,25.21,22.19,23.11,27.4,24.45,31.39,30.8,47.97,48.53,47.45,52.61,53.93,50.0,51.3,21.29,20.39,22.08,49.13,49.76,22.92,24.2,20.5,21.68,18.37,19.39,16.62,17.44,34.11,35.6,31.16,32.62,28.29,29.71,25.53,26.9,0.0,1.57,3.28,1.58,6.7,4.99,10.11,8.41,15.4,15.94,14.83,15.03,2.37,14.82,1.8,53.92,54.9,52.06,52.98,50.33,51.18,48.08,49.2,46.59,47.82,60.17,57.99,59.07,55.9,56.93,45.6,46.97,42.87,44.23,40.17,41.52,37.11,38.64,29.89,29.31,31.58,30.5,32.66,26.81,27.79,23.79,25.29,21.56,22.67,19.59,20.57,36.87,38.43,33.76,35.31,31.45,32.6,28.77,30.3,8.95,9.53,8.68,8.65,9.28,8.91,9.8,16.86,18.21,14.27,15.54,11.89,13.07,10.35,11.08,22.73,22.38,23.2,14.95,15.97,13.98,13.53,11.82,16.95,15.24,20.36,18.65,22.16,22.07,10.26,11.83
77,46.92,44.5,45.71,41.48,42.99,14.96,16.01,13.96,13.49,14.65,12.37,23.7,40.88,41.25,40.39,47.25,49.32,50.19,45.24,44.84,42.33,43.78,57.57,58.99,54.77,56.16,52.87,53.9,50.6,48.02,47.62,57.62,54.58,56.1,53.08,30.62,31.73,28.05,29.51,25.53,26.6,23.53,24.47,28.87,25.89,32.85,32.29,49.44,49.98,48.93,54.08,55.39,51.48,52.77,22.61,21.76,23.35,50.56,51.18,24.15,25.48,21.63,22.86,19.35,20.46,17.41,18.33,35.54,37.05,32.56,34.04,29.65,31.1,26.84,28.23,1.57,0.0,4.86,3.15,8.27,6.56,11.69,9.98,15.92,16.6,15.03,15.39,3.61,14.84,3.27,55.48,56.46,53.6,54.52,51.85,52.71,49.58,50.71,48.13,49.36,61.74,59.56,60.64,57.47,58.5,47.09,48.47,44.36,45.72,41.64,43.0,38.57,40.1,31.42,30.83,33.11,32.05,34.19,28.31,29.29,25.26,26.78,23.01,24.13,21.02,22.01,38.4,39.97,35.29,36.84,32.96,34.12,30.27,31.81,9.49,10.3,8.65,8.92,8.82,8.65,9.16,18.23,19.61,15.56,16.87,13.02,14.29,11.3,12.13,24.26,23.93,24.71,16.03,16.98,15.13,15.1,13.4,18.52,16.81,21.94,20.23,23.73,23.64,10.23,11.8
78,42.16,39.75,40.95,36.74,38.25,12.36,13.61,11.12,11.59,12.92,10.27,19.44,36.27,36.68,35.72,42.52,44.73,45.63,40.58,40.13,37.7,39.14,52.93,54.37,50.08,51.5,48.21,49.25,45.9,43.37,42.92,53.08,50.0,51.54,48.48,26.21,27.29,23.74,25.15,21.36,22.37,19.51,20.37,24.39,21.52,28.38,27.73,44.92,45.52,44.37,49.58,50.92,46.94,48.25,18.66,17.63,19.55,46.16,46.83,20.5,21.68,18.36,19.39,16.61,17.43,15.38,15.92,31.17,32.63,28.3,29.72,25.53,26.9,22.92,24.2,3.28,4.86,0.0,1.71,3.42,1.71,6.83,5.12,14.8,15.0,14.96,14.79,2.47,15.3,1.93,50.68,51.65,48.86,49.75,47.17,47.99,44.94,46.05,43.39,44.63,56.89,54.72,55.79,52.64,53.67,42.49,43.85,39.79,41.14,37.12,38.46,34.12,35.61,26.71,26.16,28.38,27.29,29.48,23.73,24.69,20.76,22.24,18.6,19.67,16.71,17.64,33.69,35.24,30.6,32.14,28.3,29.45,25.66,27.16,8.67,8.66,9.62,9.01,10.93,10.23,11.72,14.14,15.4,11.82,12.94,9.92,10.82,8.96,9.37,19.54,19.14,20.09,13.03,14.18,11.9,10.25,8.54,13.66,11.96,17.08,15.37,18.89,18.79,11.07,12.55
79,43.83,41.42,42.62,38.41,39.91,13.13,14.32,11.97,12.07,13.35,10.81,20.9,37.88,38.28,37.36,44.18,46.34,47.22,42.21,41.78,39.32,40.76,54.56,55.99,51.73,53.14,49.84,50.88,47.55,45.0,44.57,54.67,51.61,53.13,50.09,27.74,28.84,25.23,26.66,22.8,23.83,20.88,21.78,25.95,23.03,29.94,29.32,46.5,47.08,45.96,51.15,52.48,48.52,49.83,20.0,19.05,20.84,47.7,48.35,21.73,22.97,19.43,20.55,17.47,18.4,15.95,16.65,32.69,34.17,29.78,31.22,26.95,28.35,24.26,25.59,1.58,3.15,1.71,0.0,5.12,3.42,8.54,6.83,15.03,15.41,14.8,14.82,1.78,14.96,0.89,52.37,53.34,50.52,51.43,48.81,49.65,46.57,47.69,45.05,46.29,58.6,56.42,57.5,54.34,55.36,44.1,45.47,41.39,42.74,38.7,40.04,35.67,37.18,28.36,27.8,30.04,28.96,31.13,25.32,26.3,22.33,23.82,20.13,21.22,18.19,19.15,35.34,36.9,32.24,33.79,29.94,31.09,27.27,28.79,8.66,8.97,9.0,8.67,9.97,9.42,10.64,15.52,16.84,13.05,14.26,10.86,11.93,9.57,10.17,21.2,20.82,21.7,13.96,15.05,12.92,11.95,10.25,15.37,13.66,18.79,17.08,20.59,20.49,10.53,12.07
80,38.82,36.43,37.62,33.44,34.93,11.44,12.79,10.09,11.37,12.72,10.02,16.64,33.07,33.52,32.47,39.21,41.54,42.45,37.33,36.85,34.48,35.91,49.69,51.15,46.81,48.24,44.95,46.01,42.61,40.12,39.64,49.93,46.81,48.36,45.27,23.23,24.27,20.86,22.2,18.63,19.57,16.94,17.72,21.34,18.59,25.32,24.59,41.79,42.43,41.19,46.46,47.81,43.78,45.12,16.19,14.99,17.21,43.12,43.84,18.27,19.29,16.53,17.34,15.32,15.85,14.77,14.95,28.19,29.61,25.43,26.79,22.81,24.1,20.4,21.58,6.7,8.27,3.42,5.12,0.0,1.71,3.42,1.71,14.94,14.76,15.82,15.3,5.43,16.5,5.21,47.32,48.27,45.53,46.41,43.9,44.7,41.71,42.8,40.07,41.33,53.48,51.31,52.38,49.25,50.27,39.3,40.64,36.63,37.96,34.0,35.31,31.06,32.52,23.42,22.92,25.08,23.97,26.2,20.58,21.52,17.71,19.13,15.65,16.67,13.89,14.76,30.4,31.94,27.34,28.87,25.07,26.2,22.47,23.95,9.65,9.02,11.55,10.51,13.31,12.4,14.26,11.62,12.71,9.81,10.64,8.75,9.17,8.68,8.63,16.28,15.79,16.92,11.69,12.96,10.42,6.83,5.12,10.25,8.54,13.66,11.96,15.49,15.37,12.78,14.08
